host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9,prop.gp.10
23,1000_to_1099,1049.5,5,5,5,5,0.008314400000000001,0,0.020767999999999998,0.024945999999999996,0.011647799999999998,NA,0.008314400000000001,0,0.020767999999999998,0.024945999999999996,0.011647799999999998,NA,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
25,1000_to_1099,1049.5,13,13,5,5,0.022759538461538463,0.002263333333333333,0.021007000000000005,0.049844,0.017440487179487183,0.00452361111111111,0.022759538461538463,0.002263333333333333,0.021007000000000005,0.049844,0.017440487179487183,0.00452361111111111,0.6923076923076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0
28,1000_to_1099,1049.5,40,40,2,29,0.011896399999999998,0.008485275862068964,0.016917,0.06684500000000002,0.021137271794871796,0.014685980295566501,0.011896399999999998,0.008485275862068964,0.016917,0.06684500000000002,0.021137271794871796,0.014685980295566501,0.725,0.275,0,0,0,0,0,0,0,0
30,1000_to_1099,1049.5,5,5,3,3,0.0132486,0.0013913333333333336,0.024871,0.037312000000000005,0.016580800000000003,0.002782,0.0132486,0.0013913333333333336,0.024871,0.037312000000000005,0.016580800000000003,0.002782,0.6,0.2,0.2,0,0,0,0,0,0,0
23,1100_to_1199,1149.5,5,5,3,5,0.014064000000000002,0.0012996666666666666,0.039171,0.04307,0.0187868,0.002598,0.014064000000000002,0.0012996666666666666,0.039171,0.04307,0.0187868,0.002598,0.6,0.2,0.2,0,0,0,0,0,0,0
25,1100_to_1199,1149.5,13,13,5,5,0.019136153846153844,0.0051418888888888886,0.03137,0.058524,0.020710179487179486,0.009636722222222222,0.019136153846153844,0.0051418888888888886,0.03137,0.058524,0.020710179487179486,0.009636722222222222,0.6923076923076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0
28,1100_to_1199,1149.5,40,40,3,25,0.016804300000000005,0.016497782608695652,0.028066,0.08743300000000001,0.031047238461538465,0.027862798418972334,0.016804300000000005,0.016497782608695652,0.028066,0.08743300000000001,0.031047238461538465,0.027862798418972334,0.575,0.4,0.025,0,0,0,0,0,0,0
30,1100_to_1199,1149.5,5,5,3,3,0.0316684,0.0025723333333333336,0.04320300000000001,0.08285400000000001,0.04417020000000001,0.005144,0.0316684,0.0025723333333333336,0.04320300000000001,0.08285400000000001,0.04417020000000001,0.005144,0.6,0.2,0.2,0,0,0,0,0,0,0
23,1200_to_1299,1249.5,5,5,4,4,0.0014690000000000003,1e-6,0.0036660000000000004,0.007333000000000001,0.0029366000000000006,2e-6,0.0014690000000000003,1e-6,0.0036660000000000004,0.007333000000000001,0.0029366000000000006,2e-6,0.4,0.2,0.2,0.2,0,0,0,0,0,0
25,1200_to_1299,1249.5,13,13,5,5,0.014479692307692308,0.002806666666666667,0.010927999999999998,0.036179,0.013656717948717948,0.005411222222222223,0.014479692307692308,0.002806666666666667,0.010927999999999998,0.036179,0.013656717948717948,0.005411222222222223,0.6923076923076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0
