host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2
121,1000_to_1099,1049.5,20,20,1,1,1.9695065500000002,1.9695065500000002,2.028508,4.336253999999999,2.377582784210526,2.377582784210526,1.9695065500000002,1.9695065500000002,2.028508,4.336253999999999,2.377582784210526,2.377582784210526,1,0
126,1000_to_1099,1049.5,20,20,1,1,2.4991538,2.4991538,1.790225,5.562264,4.134797305263158,4.134797305263158,2.4991538,2.4991538,1.790225,5.562264,4.134797305263158,4.134797305263158,1,0
134,1000_to_1099,1049.5,20,20,1,1,0.8302965499999999,0.8302965499999999,0.613393,1.992648,1.1933916894736842,1.1933916894736842,0.8302965499999999,0.8302965499999999,0.613393,1.992648,1.1933916894736842,1.1933916894736842,1,0
135,1000_to_1099,1049.5,20,20,1,1,1.2435538000000004,1.2435538000000004,0.7263010000000001,2.581175,1.4885786947368422,1.4885786947368422,1.2435538000000004,1.2435538000000004,0.7263010000000001,2.581175,1.4885786947368422,1.4885786947368422,1,0
147,1000_to_1099,1049.5,20,20,1,1,0.282136,0.282136,0.33780299999999996,0.6544599999999999,0.36966824210526317,0.36966824210526317,0.282136,0.282136,0.33780299999999996,0.6544599999999999,0.36966824210526317,0.36966824210526317,1,0
188,1000_to_1099,1049.5,20,20,1,1,0.26968105,0.26968105,0.256155,0.5635610000000001,0.2661222368421053,0.2661222368421053,0.26968105,0.26968105,0.256155,0.5635610000000001,0.2661222368421053,0.2661222368421053,1,0
193,1000_to_1099,1049.5,20,20,1,1,1.7707086999999997,1.7707086999999997,1.893506,3.6941210000000004,2.3791376736842107,2.3791376736842107,1.7707086999999997,1.7707086999999997,1.893506,3.6941210000000004,2.3791376736842107,2.3791376736842107,1,0
21,1000_to_1099,1049.5,20,20,1,1,0.3940519500000001,0.3940519500000001,0.294949,0.7502460000000001,0.4345390263157895,0.4345390263157895,0.3940519500000001,0.3940519500000001,0.294949,0.7502460000000001,0.4345390263157895,0.4345390263157895,1,0
245,1000_to_1099,1049.5,20,20,1,1,2.1280063,2.1280063,1.430506,4.6844660000000005,3.2076407789473684,3.2076407789473684,2.1280063,2.1280063,1.430506,4.6844660000000005,3.2076407789473684,3.2076407789473684,1,0
259,1000_to_1099,1049.5,20,20,2,9,0.9840136000000002,0.9243663571428572,0.597099,1.8681930000000002,1.2755047684210528,1.2016714835164837,0.9840136000000002,0.9243663571428572,0.597099,1.8681930000000002,1.2755047684210528,1.2016714835164837,0.7,0.3
278,1000_to_1099,1049.5,20,20,1,1,1.44337065,1.44337065,1.034795,3.303485,2.063400257894737,2.063400257894737,1.44337065,1.44337065,1.034795,3.303485,2.063400257894737,2.063400257894737,1,0
303,1000_to_1099,1049.5,20,20,1,1,4.6595168000000005,4.6595168000000005,4.088691000000001,10.761948000000002,7.455698673684211,7.455698673684211,4.6595168000000005,4.6595168000000005,4.088691000000001,10.761948000000002,7.455698673684211,7.455698673684211,1,0
341,1000_to_1099,1049.5,20,20,1,7,2.1061649499999997,2.1061649499999997,2.247615,5.105893,3.343126605263158,3.343126605263158,2.1061649499999997,2.1061649499999997,2.247615,5.105893,3.343126605263158,3.343126605263158,1,0
345,1000_to_1099,1049.5,20,20,1,1,6.00452535,6.00452535,3.520773,13.322359,10.069398836842105,10.069398836842105,6.00452535,6.00452535,3.520773,13.322359,10.069398836842105,10.069398836842105,1,0
355,1000_to_1099,1049.5,20,20,1,4,3.56970115,3.56970115,2.975939,7.818042999999999,5.465936268421053,5.465936268421053,3.56970115,3.56970115,2.975939,7.818042999999999,5.465936268421053,5.465936268421053,1,0
364,1000_to_1099,1049.5,20,20,1,1,3.2735399999999997,3.2735399999999997,2.678347,7.45036,5.318382336842105,5.318382336842105,3.2735399999999997,3.2735399999999997,2.678347,7.45036,5.318382336842105,5.318382336842105,1,0
408,1000_to_1099,1049.5,20,20,1,3,0.7042918499999999,0.7042918499999999,0.651837,1.696323,1.0114477,1.0114477,0.7042918499999999,0.7042918499999999,0.651837,1.696323,1.0114477,1.0114477,1,0
438,1000_to_1099,1049.5,20,20,1,1,4.417346149999999,4.417346149999999,3.501275,9.751001,7.266731773684211,7.266731773684211,4.417346149999999,4.417346149999999,3.501275,9.751001,7.266731773684211,7.266731773684211,1,0
444,1000_to_1099,1049.5,20,20,1,13,0.80156735,0.80156735,0.646175,1.732667,1.3199712263157894,1.3199712263157894,0.80156735,0.80156735,0.646175,1.732667,1.3199712263157894,1.3199712263157894,1,0
497,1000_to_1099,1049.5,20,20,1,11,8.130186649999999,8.130186649999999,7.580338,16.682935000000004,11.261203594736843,11.261203594736843,8.130186649999999,8.130186649999999,7.580338,16.682935000000004,11.261203594736843,11.261203594736843,1,0
537,1000_to_1099,1049.5,20,20,1,1,5.2978169,5.2978169,5.150347999999999,11.150098999999999,7.872496136842106,7.872496136842106,5.2978169,5.2978169,5.150347999999999,11.150098999999999,7.872496136842106,7.872496136842106,1,0
544,1000_to_1099,1049.5,20,20,1,1,0.4404542,0.4404542,1.038977,1.417472,0.3863299473684211,0.3863299473684211,0.4404542,0.4404542,1.038977,1.417472,0.3863299473684211,0.3863299473684211,1,0
549,1000_to_1099,1049.5,20,20,1,1,1.93139495,1.93139495,1.75537,4.385473000000001,2.8229931421052634,2.8229931421052634,1.93139495,1.93139495,1.75537,4.385473000000001,2.8229931421052634,2.8229931421052634,1,0
556,1000_to_1099,1049.5,20,20,1,4,5.5346485,5.5346485,5.644312,12.195210000000001,8.791915010526315,8.791915010526315,5.5346485,5.5346485,5.644312,12.195210000000001,8.791915010526315,8.791915010526315,1,0
610,1000_to_1099,1049.5,20,20,1,1,0.7334695500000001,0.7334695500000001,0.624067,1.7878929999999997,0.9348654999999999,0.9348654999999999,0.7334695500000001,0.7334695500000001,0.624067,1.7878929999999997,0.9348654999999999,0.9348654999999999,1,0
650,1000_to_1099,1049.5,20,20,1,1,1.2503486499999998,1.2503486499999998,1.123874,2.894004,1.6475028368421054,1.6475028368421054,1.2503486499999998,1.2503486499999998,1.123874,2.894004,1.6475028368421054,1.6475028368421054,1,0
70,1000_to_1099,1049.5,20,20,1,7,2.92002805,2.92002805,2.539408,6.338605,4.598895163157895,4.598895163157895,2.92002805,2.92002805,2.539408,6.338605,4.598895163157895,4.598895163157895,1,0
756,1000_to_1099,1049.5,20,20,1,1,0.28037334999999997,0.28037334999999997,0.288353,0.696286,0.2920445842105263,0.2920445842105263,0.28037334999999997,0.28037334999999997,0.288353,0.696286,0.2920445842105263,0.2920445842105263,1,0
759,1000_to_1099,1049.5,20,20,1,5,0.5422637,0.5422637,0.47632399999999997,1.2282819999999999,0.7423330210526315,0.7423330210526315,0.5422637,0.5422637,0.47632399999999997,1.2282819999999999,0.7423330210526315,0.7423330210526315,1,0
86,1000_to_1099,1049.5,20,20,1,1,3.2361768,3.2361768,3.383022,7.8839939999999995,5.394476252631579,5.394476252631579,3.2361768,3.2361768,3.383022,7.8839939999999995,5.394476252631579,5.394476252631579,1,0
911,1000_to_1099,1049.5,20,20,1,2,4.1872107,4.1872107,3.218618,10.311384,6.525324978947368,6.525324978947368,4.1872107,4.1872107,3.218618,10.311384,6.525324978947368,6.525324978947368,1,0
92,1000_to_1099,1049.5,20,20,1,1,2.4240535999999997,2.4240535999999997,1.558089,5.529836,4.0594619684210524,4.0594619684210524,2.4240535999999997,2.4240535999999997,1.558089,5.529836,4.0594619684210524,4.0594619684210524,1,0
121,1100_to_1199,1149.5,20,20,1,1,1.8366111500000002,1.8366111500000002,1.542544,4.073368,2.275308805263158,2.275308805263158,1.8366111500000002,1.8366111500000002,1.542544,4.073368,2.275308805263158,2.275308805263158,1,0
